A,B,Weight
9,2001_9,1
9,2001_9,2
9,2001_9,1
9,2004_9,1
9,2005_9,1
9,2005_9,3
9,2005_9,1
9,2005_9,2
9,2005_9,2
9,2006_9,2
9,2006_9,1
9,2006_9,3
9,2006_9,1
9,2006_9,1
9,2006_9,1
9,2007_9,1
9,2007_9,1
9,2007_9,3
9,2007_9,1
9,2007_9,5
9,2007_9,6
9,2008_9,8
9,2008_9,5
9,2008_9,4
9,2008_9,10
9,2008_9,4
9,2008_9,3
9,2009_9,8
9,2009_9,1
9,2009_9,3
9,2009_9,2
9,2009_9,7
9,2009_9,2
9,2009_9,2
9,2009_9,4
9,2010_9,10
9,2010_9,2
9,2010_9,6
9,2010_9,5
9,2010_9,2
9,2010_9,4
9,2010_9,1
9,2010_9,2
9,2010_9,1
9,2010_9,5
10,2001_10,3
10,2002_10,1
10,2002_10,1
10,2003_10,1
10,2003_10,3
10,2004_10,2
10,2004_10,1
10,2004_10,1
10,2004_10,3
10,2005_10,2
10,2005_10,1
10,2005_10,1
10,2005_10,3
10,2005_10,2
10,2006_10,1
10,2006_10,1
10,2006_10,2
10,2006_10,1
10,2006_10,2
10,2006_10,2
10,2007_10,1
10,2007_10,5
10,2007_10,6
10,2007_10,1
10,2007_10,2
10,2007_10,1
10,2008_10,5
10,2008_10,4
10,2008_10,4
10,2008_10,6
10,2008_10,2
10,2008_10,9
10,2008_10,2
10,2008_10,8
10,2009_10,1
10,2009_10,1
10,2009_10,2
10,2009_10,4
10,2009_10,1
10,2009_10,19
10,2009_10,3
10,2009_10,3
10,2009_10,9
10,2009_10,1
10,2010_10,1
10,2010_10,3
10,2010_10,2
10,2010_10,5
10,2010_10,4
10,2010_10,20
10,2010_10,4
10,2010_10,1
10,2010_10,11
11,2000_11,2
11,2000_11,1
11,2001_11,1
11,2002_11,1
11,2003_11,3
11,2004_11,2
11,2004_11,2
11,2005_11,2
11,2005_11,1
11,2005_11,3
11,2005_11,1
11,2005_11,1
11,2005_11,2
11,2006_11,1
11,2006_11,2
11,2006_11,4
11,2006_11,3
11,2006_11,3
11,2006_11,2
11,2007_11,2
11,2007_11,1
11,2007_11,1
11,2007_11,2
11,2007_11,8
11,2007_11,1
11,2007_11,4
11,2008_11,18
11,2008_11,27
11,2008_11,3
11,2008_11,1
11,2008_11,15
11,2008_11,1
11,2009_11,1
11,2009_11,34
11,2009_11,22
11,2009_11,2
11,2009_11,30
11,2009_11,1
11,2010_11,36
11,2010_11,17
11,2010_11,1
11,2010_11,2
11,2010_11,2
11,2010_11,1
11,2010_11,23
12,2000_12,1
12,2000_12,1
12,2001_12,2
12,2001_12,1
12,2002_12,1
12,2002_12,1
12,2002_12,1
12,2002_12,1
12,2003_12,1
12,2003_12,1
12,2003_12,1
12,2004_12,1
12,2004_12,1
12,2005_12,5
12,2005_12,1
12,2005_12,1
12,2005_12,6
12,2005_12,3
12,2006_12,4
12,2006_12,2
12,2006_12,4
12,2006_12,6
12,2007_12,1
12,2007_12,1
12,2007_12,3
12,2007_12,6
12,2007_12,1
12,2007_12,4
12,2007_12,2
12,2007_12,1
12,2007_12,8
12,2007_12,1
12,2008_12,10
12,2008_12,5
12,2008_12,4
12,2008_12,2
12,2008_12,3
12,2008_12,10
12,2008_12,8
12,2008_12,11
12,2008_12,3
12,2009_12,20
12,2009_12,8
12,2009_12,14
12,2009_12,3
12,2009_12,3
12,2009_12,10
12,2009_12,14
12,2009_12,3
12,2010_12,20
12,2010_12,7
12,2010_12,13
12,2010_12,4
12,2010_12,3
12,2010_12,7
12,2010_12,9
12,2010_12,13
13,2001_13,1
13,2001_13,1
13,2006_13,1
13,2006_13,2
13,2007_13,3
13,2007_13,5
13,2008_13,2
13,2008_13,5
13,2008_13,8
13,2009_13,1
13,2009_13,6
13,2009_13,1
13,2009_13,12
13,2010_13,1
13,2010_13,1
13,2010_13,2
13,2010_13,1
13,2010_13,13
14,2000_14,2
14,2001_14,3
14,2002_14,2
14,2002_14,1
14,2003_14,2
14,2003_14,1
14,2003_14,2
14,2003_14,1
14,2004_14,1
14,2004_14,3
14,2004_14,2
14,2004_14,1
14,2005_14,3
14,2005_14,2
14,2005_14,5
14,2005_14,6
14,2005_14,1
14,2005_14,6
14,2005_14,1
14,2006_14,6
14,2006_14,5
14,2006_14,1
14,2006_14,7
14,2007_14,3
14,2007_14,5
14,2007_14,1
14,2007_14,6
14,2007_14,2
14,2007_14,4
14,2007_14,1
14,2008_14,5
14,2008_14,1
14,2008_14,5
14,2008_14,1
14,2008_14,11
14,2008_14,1
14,2008_14,7
14,2009_14,2
14,2009_14,1
14,2009_14,2
14,2009_14,7
14,2009_14,2
14,2009_14,11
14,2009_14,1
14,2009_14,1
14,2009_14,14
14,2009_14,2
14,2010_14,2
14,2010_14,2
14,2010_14,13
14,2010_14,13
14,2010_14,1
14,2010_14,16
14,2010_14,4
14,2010_14,1
14,2010_14,16
14,2010_14,1
15,2000_15,1
15,2000_15,2
15,2001_15,1
15,2001_15,1
15,2001_15,1
15,2001_15,1
15,2001_15,1
15,2002_15,2
15,2003_15,3
15,2003_15,2
15,2003_15,1
15,2003_15,1
15,2004_15,3
15,2004_15,8
15,2004_15,2
15,2004_15,7
15,2004_15,1
15,2005_15,4
15,2005_15,8
15,2005_15,3
15,2005_15,4
15,2005_15,2
15,2006_15,5
15,2006_15,6
15,2006_15,3
15,2006_15,3
15,2006_15,4
15,2006_15,1
15,2007_15,2
15,2007_15,1
15,2007_15,3
15,2007_15,4
15,2007_15,10
15,2007_15,6
15,2007_15,4
15,2007_15,2
15,2008_15,15
15,2008_15,1
15,2008_15,30
15,2008_15,11
15,2008_15,8
15,2008_15,2
15,2008_15,4
15,2008_15,29
15,2008_15,7
15,2009_15,32
15,2009_15,4
15,2009_15,32
15,2009_15,3
15,2009_15,3
15,2009_15,9
15,2009_15,2
15,2009_15,2
15,2009_15,34
15,2009_15,2
15,2010_15,23
15,2010_15,6
15,2010_15,34
15,2010_15,6
15,2010_15,2
15,2010_15,5
15,2010_15,4
15,2010_15,3
15,2010_15,23
15,2010_15,6
16,2000_16,1
16,2001_16,1
16,2001_16,1
16,2003_16,1
16,2004_16,3
16,2004_16,5
16,2004_16,3
16,2005_16,1
16,2005_16,3
16,2005_16,16
16,2005_16,3
16,2005_16,3
16,2005_16,6
16,2006_16,4
16,2006_16,32
16,2006_16,19
16,2006_16,1
16,2006_16,8
16,2006_16,1
16,2006_16,17
16,2006_16,1
16,2007_16,5
16,2007_16,18
16,2007_16,21
16,2007_16,2
16,2007_16,6
16,2007_16,1
16,2007_16,22
16,2008_16,4
16,2008_16,27
16,2008_16,21
16,2008_16,2
16,2008_16,3
16,2008_16,4
16,2008_16,3
16,2008_16,28
16,2008_16,1
16,2009_16,1
16,2009_16,3
16,2009_16,68
16,2009_16,10
16,2009_16,1
16,2009_16,4
16,2009_16,3
16,2009_16,3
16,2009_16,24
16,2009_16,4
16,2010_16,4
16,2010_16,2
16,2010_16,69
16,2010_16,9
16,2010_16,1
16,2010_16,3
16,2010_16,4
16,2010_16,3
16,2010_16,20
16,2010_16,5
17,2000_17,1
17,2002_17,1
17,2003_17,1
17,2004_17,1
17,2005_17,1
17,2005_17,3
17,2005_17,1
17,2006_17,3
17,2006_17,1
17,2007_17,3
17,2007_17,4
17,2007_17,2
17,2007_17,1
17,2007_17,2
17,2008_17,10
17,2008_17,3
17,2008_17,3
17,2008_17,5
17,2008_17,3
17,2008_17,1
17,2009_17,21
17,2009_17,13
17,2009_17,2
17,2009_17,2
17,2009_17,1
17,2009_17,1
17,2009_17,2
17,2009_17,1
17,2010_17,21
17,2010_17,14
17,2010_17,7
17,2010_17,2
17,2010_17,1
17,2010_17,3
17,2010_17,9
17,2010_17,3
17,2010_17,6
18,2003_18,1
18,2004_18,1
18,2005_18,1
18,2005_18,2
18,2006_18,1
18,2006_18,1
18,2006_18,1
18,2007_18,1
18,2008_18,1
18,2008_18,1
18,2008_18,1
18,2008_18,1
18,2008_18,1
18,2009_18,1
18,2009_18,1
18,2009_18,1
18,2009_18,1
18,2009_18,2
18,2009_18,1
18,2010_18,1
18,2010_18,2
18,2010_18,3
18,2010_18,1
18,2010_18,2
19,2000_19,2
19,2000_19,1
19,2001_19,1
19,2001_19,1
19,2001_19,1
19,2001_19,2
19,2001_19,1
19,2002_19,1
19,2002_19,1
19,2003_19,2
19,2003_19,1
19,2003_19,1
19,2003_19,4
19,2004_19,3
19,2004_19,3
19,2004_19,1
19,2004_19,4
19,2004_19,1
19,2004_19,5
19,2005_19,2
19,2005_19,2
19,2005_19,7
19,2005_19,2
19,2005_19,6
19,2005_19,6
19,2006_19,7
19,2006_19,5
19,2006_19,13
19,2006_19,3
19,2006_19,5
19,2006_19,15
19,2006_19,1
19,2007_19,8
19,2007_19,6
19,2007_19,1
19,2007_19,29
19,2007_19,7
19,2007_19,1
19,2007_19,1
19,2007_19,25
19,2008_19,5
19,2008_19,2
19,2008_19,3
19,2008_19,20
19,2008_19,1
19,2008_19,10
19,2008_19,2
19,2008_19,1
19,2008_19,20
19,2009_19,9
19,2009_19,7
19,2009_19,31
19,2009_19,2
19,2009_19,4
19,2009_19,1
19,2009_19,34
19,2009_19,3
19,2010_19,7
19,2010_19,3
19,2010_19,3
19,2010_19,35
19,2010_19,2
19,2010_19,8
19,2010_19,1
19,2010_19,1
19,2010_19,46
19,2010_19,3
20,2000_20,1
20,2004_20,1
20,2005_20,2
20,2005_20,1
20,2006_20,1
20,2006_20,1
20,2006_20,4
20,2007_20,1
20,2007_20,5
20,2007_20,1
20,2007_20,5
20,2007_20,1
20,2008_20,1
20,2008_20,9
20,2008_20,1
20,2008_20,10
20,2009_20,3
20,2009_20,4
20,2009_20,3
20,2009_20,10
20,2010_20,2
20,2010_20,1
20,2010_20,3
20,2010_20,4
20,2010_20,1
20,2010_20,18
21,2000_21,1
21,2001_21,1
21,2001_21,1
21,2002_21,1
21,2002_21,1
21,2003_21,1
21,2004_21,1
21,2004_21,1
21,2004_21,3
21,2005_21,2
21,2005_21,1
21,2005_21,3
21,2005_21,2
21,2006_21,1
21,2006_21,3
21,2006_21,1
21,2006_21,3
21,2006_21,2
21,2007_21,1
21,2007_21,3
21,2007_21,2
21,2007_21,1
21,2007_21,2
21,2007_21,4
21,2007_21,1
21,2008_21,3
21,2008_21,4
21,2008_21,12
21,2008_21,1
21,2008_21,2
21,2008_21,2
21,2008_21,24
21,2008_21,1
21,2009_21,6
21,2009_21,6
21,2009_21,17
21,2009_21,2
21,2009_21,1
21,2009_21,26
21,2009_21,1
21,2010_21,11
21,2010_21,1
21,2010_21,3
21,2010_21,7
21,2010_21,2
21,2010_21,2
21,2010_21,1
21,2010_21,21
22,2001_22,1
22,2002_22,1
22,2004_22,1
22,2005_22,1
22,2006_22,1
22,2007_22,2
22,2007_22,2
22,2008_22,2
22,2008_22,1
22,2008_22,1
22,2009_22,2
22,2009_22,1
22,2009_22,1
22,2009_22,1
22,2010_22,2
22,2010_22,1
22,2010_22,1
22,2010_22,2
22,2010_22,3
23,2000_23,1
23,2005_23,1
23,2005_23,1
23,2005_23,1
23,2006_23,3
23,2006_23,3
23,2007_23,1
23,2007_23,3
23,2007_23,1
23,2007_23,1
23,2007_23,1
23,2008_23,2
23,2008_23,4
23,2008_23,2
23,2008_23,7
23,2009_23,3
23,2009_23,2
23,2009_23,7
23,2009_23,1
23,2009_23,5
23,2009_23,1
23,2010_23,2
23,2010_23,3
23,2010_23,4
23,2010_23,3
23,2010_23,5
23,2010_23,1
24,2001_24,1
24,2001_24,1
24,2003_24,1
24,2005_24,1
24,2005_24,1
24,2005_24,1
24,2006_24,1
24,2006_24,1
24,2006_24,2
24,2007_24,1
24,2007_24,2
24,2007_24,2
24,2008_24,7
24,2008_24,1
24,2008_24,1
24,2008_24,2
24,2009_24,2
24,2009_24,3
24,2009_24,1
24,2009_24,4
24,2010_24,3
24,2010_24,5
24,2010_24,1
24,2010_24,1
24,2010_24,4
25,2000_25,1
25,2000_25,1
25,2001_25,2
25,2001_25,1
25,2001_25,1
25,2001_25,1
25,2001_25,1
25,2002_25,3
25,2002_25,1
25,2003_25,3
25,2003_25,1
25,2003_25,4
25,2003_25,3
25,2003_25,2
25,2004_25,1
25,2004_25,1
25,2004_25,1
25,2004_25,6
25,2004_25,1
25,2004_25,3
25,2004_25,1
25,2005_25,3
25,2005_25,2
25,2005_25,12
25,2005_25,1
25,2005_25,3
25,2005_25,1
25,2006_25,3
25,2006_25,1
25,2006_25,2
25,2006_25,3
25,2006_25,7
25,2006_25,2
25,2006_25,8
25,2006_25,2
25,2007_25,5
25,2007_25,1
25,2007_25,5
25,2007_25,1
25,2007_25,13
25,2007_25,1
25,2007_25,6
25,2007_25,1
25,2008_25,11
25,2008_25,3
25,2008_25,2
25,2008_25,5
25,2008_25,13
25,2008_25,2
25,2008_25,1
25,2008_25,3
25,2008_25,2
25,2009_25,12
25,2009_25,2
25,2009_25,3
25,2009_25,5
25,2009_25,14
25,2009_25,3
25,2009_25,4
25,2009_25,7
25,2009_25,3
25,2010_25,8
25,2010_25,2
25,2010_25,1
25,2010_25,3
25,2010_25,8
25,2010_25,14
25,2010_25,3
25,2010_25,4
25,2010_25,7
25,2010_25,3
26,2000_26,1
26,2000_26,1
26,2001_26,1
26,2001_26,1
26,2001_26,2
26,2002_26,2
26,2003_26,3
26,2003_26,1
26,2004_26,2
26,2004_26,2
26,2004_26,1
26,2005_26,5
26,2005_26,2
26,2005_26,2
26,2005_26,5
26,2005_26,2
26,2006_26,5
26,2006_26,2
26,2006_26,1
26,2006_26,6
26,2006_26,1
26,2006_26,5
26,2007_26,4
26,2007_26,1
26,2007_26,4
26,2007_26,2
26,2007_26,8
26,2007_26,5
26,2008_26,7
26,2008_26,6
26,2008_26,1
26,2008_26,6
26,2008_26,2
26,2008_26,10
26,2009_26,11
26,2009_26,1
26,2009_26,2
26,2009_26,5
26,2009_26,2
26,2009_26,9
26,2009_26,2
26,2009_26,2
26,2009_26,4
26,2010_26,10
26,2010_26,1
26,2010_26,1
26,2010_26,4
26,2010_26,3
26,2010_26,8
26,2010_26,1
26,2010_26,3
26,2010_26,8
27,2005_27,1
27,2005_27,1
27,2005_27,1
27,2006_27,10
27,2006_27,3
27,2007_27,1
27,2007_27,10
27,2007_27,8
27,2007_27,1
27,2008_27,2
27,2008_27,14
27,2008_27,1
27,2008_27,14
27,2009_27,2
27,2009_27,13
27,2009_27,16
27,2009_27,1
27,2010_27,2
27,2010_27,10
27,2010_27,1
27,2010_27,16
27,2010_27,1
28,2000_28,4
28,2000_28,2
28,2000_28,4
28,2001_28,1
28,2001_28,4
28,2001_28,1
28,2002_28,2
28,2002_28,3
28,2002_28,4
28,2002_28,1
28,2003_28,9
28,2003_28,1
28,2003_28,1
28,2003_28,4
28,2004_28,2
28,2004_28,1
28,2004_28,7
28,2004_28,1
28,2004_28,2
28,2004_28,1
28,2004_28,4
28,2005_28,4
28,2005_28,1
28,2005_28,8
28,2005_28,2
28,2005_28,4
28,2005_28,1
28,2005_28,8
28,2006_28,3
28,2006_28,5
28,2006_28,13
28,2006_28,1
28,2006_28,5
28,2006_28,1
28,2006_28,10
28,2006_28,3
28,2007_28,3
28,2007_28,2
28,2007_28,27
28,2007_28,2
28,2007_28,3
28,2007_28,1
28,2007_28,13
28,2007_28,3
28,2008_28,2
28,2008_28,2
28,2008_28,5
28,2008_28,25
28,2008_28,6
28,2008_28,3
28,2008_28,2
28,2008_28,21
28,2008_28,5
28,2009_28,3
28,2009_28,2
28,2009_28,3
28,2009_28,29
28,2009_28,2
28,2009_28,6
28,2009_28,2
28,2009_28,3
28,2009_28,23
28,2009_28,3
28,2010_28,4
28,2010_28,2
28,2010_28,3
28,2010_28,33
28,2010_28,2
28,2010_28,6
28,2010_28,2
28,2010_28,34
28,2010_28,6
29,2007_29,1
29,2008_29,1
29,2009_29,1
29,2010_29,1
30,2000_30,3
30,2000_30,1
30,2000_30,1
30,2001_30,2
30,2001_30,1
30,2001_30,1
30,2002_30,1
30,2002_30,1
30,2002_30,1
30,2003_30,6
30,2003_30,3
30,2003_30,1
30,2004_30,2
30,2004_30,2
30,2004_30,1
30,2005_30,2
30,2005_30,7
30,2005_30,1
30,2005_30,3
30,2005_30,1
30,2005_30,9
30,2006_30,1
30,2006_30,5
30,2006_30,1
30,2006_30,1
30,2006_30,10
30,2006_30,1
30,2007_30,19
30,2007_30,1
30,2007_30,2
30,2007_30,2
30,2007_30,16
30,2007_30,2
30,2008_30,3
30,2008_30,1
30,2008_30,5
30,2008_30,24
30,2008_30,2
30,2008_30,7
30,2008_30,36
30,2008_30,1
30,2009_30,7
30,2009_30,2
30,2009_30,3
30,2009_30,25
30,2009_30,1
30,2009_30,3
30,2009_30,1
30,2009_30,36
30,2009_30,3
30,2010_30,9
30,2010_30,2
30,2010_30,5
30,2010_30,23
30,2010_30,2
30,2010_30,13
30,2010_30,2
30,2010_30,41
30,2010_30,1
31,2000_31,3
31,2000_31,1
31,2001_31,1
31,2002_31,1
31,2002_31,1
31,2003_31,2
31,2003_31,2
31,2004_31,1
31,2004_31,1
31,2004_31,2
31,2005_31,1
31,2005_31,2
31,2005_31,3
31,2006_31,1
31,2006_31,1
31,2006_31,2
31,2006_31,1
31,2006_31,1
31,2007_31,2
31,2007_31,1
31,2007_31,4
31,2007_31,2
31,2007_31,2
31,2007_31,1
31,2007_31,2
31,2008_31,2
31,2008_31,4
31,2008_31,1
31,2008_31,1
31,2008_31,5
31,2009_31,3
31,2009_31,4
31,2009_31,1
31,2009_31,2
31,2009_31,1
31,2009_31,5
31,2009_31,1
31,2010_31,2
31,2010_31,3
31,2010_31,1
31,2010_31,2
31,2010_31,7
31,2010_31,1
32,2000_32,1
32,2004_32,2
32,2004_32,2
32,2005_32,4
32,2005_32,2
32,2005_32,2
32,2005_32,1
32,2005_32,3
32,2005_32,2
32,2006_32,1
32,2006_32,1
32,2006_32,1
32,2006_32,1
32,2006_32,2
32,2007_32,5
32,2007_32,2
32,2007_32,3
32,2007_32,7
32,2008_32,2
32,2008_32,2
32,2008_32,12
32,2008_32,3
32,2008_32,1
32,2008_32,12
32,2009_32,2
32,2009_32,1
32,2009_32,13
32,2009_32,1
32,2009_32,4
32,2009_32,2
32,2009_32,14
32,2010_32,2
32,2010_32,2
32,2010_32,13
32,2010_32,1
32,2010_32,5
32,2010_32,1
32,2010_32,13
