A,B,Weight
1,1997_1,1
2,1992_2,3
2,1992_2,1
2,1993_2,1
2,1993_2,1
2,1993_2,1
2,1994_2,1
2,1994_2,2
2,1994_2,1
2,1995_2,1
2,1995_2,1
2,1996_2,1
2,1996_2,1
2,1996_2,1
2,1997_2,1
2,1997_2,1
2,1997_2,1
2,1997_2,2
2,1998_2,1
2,1998_2,1
2,1998_2,3
2,1999_2,1
2,1999_2,1
2,1999_2,1
2,1999_2,1
3,1998_3,1
4,1995_4,1
4,1996_4,1
4,1997_4,1
4,1999_4,1
5,1993_5,1
5,1994_5,1
5,1996_5,1
5,1997_5,2
5,1999_5,1
6,1997_6,1
6,1998_6,1
7,1993_7,1
7,1994_7,1
7,1995_7,1
7,1998_7,1
7,1998_7,1
7,1998_7,1
7,1998_7,2
8,1993_8,3
8,1994_8,1
8,1995_8,1
8,1996_8,2
8,1996_8,3
8,1996_8,1
8,1997_8,4
8,1997_8,1
8,1997_8,3
8,1998_8,2
8,1999_8,5
9,1993_9,1
9,1994_9,1
10,1995_10,1
10,1996_10,3
10,1997_10,1
10,1999_10,1
11,1993_11,1
11,1994_11,1
11,1994_11,4
11,1995_11,1
11,1996_11,1
11,1997_11,1
11,1999_11,1
12,1994_12,1
12,1996_12,1
12,1996_12,1
12,1997_12,1
12,1997_12,2
12,1998_12,1
14,1993_14,2
14,1994_14,2
14,1995_14,1
14,1995_14,3
14,1995_14,1
14,1996_14,1
14,1996_14,1
14,1997_14,1
14,1997_14,2
14,1997_14,3
14,1998_14,1
14,1998_14,1
14,1998_14,2
14,1999_14,1
15,1993_15,2
15,1994_15,1
15,1995_15,1
15,1996_15,2
15,1996_15,1
15,1997_15,2
15,1997_15,2
15,1997_15,1
15,1998_15,1
15,1998_15,2
15,1998_15,1
15,1999_15,1
16,1998_16,2
17,1994_17,1
17,1995_17,1
17,1997_17,1
17,1998_17,2
17,1999_17,1
18,1995_18,1
19,1993_19,1
19,1994_19,2
19,1995_19,1
19,1996_19,2
19,1996_19,1
19,1997_19,1
19,1998_19,1
19,1999_19,1
19,1999_19,2
20,1996_20,1
20,1996_20,1
20,1998_20,1
21,1993_21,1
21,1996_21,1
21,1997_21,1
21,1998_21,1
21,1998_21,1
21,1999_21,1
22,1994_22,1
23,1998_23,1
24,1996_24,1
24,1997_24,1
25,1991_25,2
25,1992_25,1
25,1993_25,1
25,1993_25,1
25,1993_25,1
25,1994_25,2
25,1994_25,1
25,1995_25,1
25,1996_25,1
25,1997_25,2
25,1998_25,4
25,1999_25,1
26,1991_26,1
26,1993_26,1
26,1994_26,1
26,1995_26,1
26,1996_26,1
26,1997_26,3
26,1998_26,1
26,1998_26,2
26,1998_26,2
26,1999_26,1
26,1999_26,1
27,1998_27,1
28,1991_28,3
28,1992_28,1
28,1993_28,1
28,1993_28,1
28,1994_28,4
28,1995_28,3
28,1996_28,2
28,1996_28,1
28,1997_28,1
28,1997_28,1
28,1997_28,1
28,1997_28,1
28,1998_28,2
28,1998_28,3
28,1999_28,1
28,1999_28,2
30,1993_30,1
30,1993_30,1
30,1994_30,1
30,1995_30,1
30,1995_30,1
30,1996_30,1
30,1996_30,1
30,1997_30,2
30,1997_30,1
30,1998_30,1
30,1998_30,1
30,1999_30,3
30,1999_30,1
31,1994_31,1
31,1999_31,1
32,1997_32,1
